Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
CVS # 6895,78723,01/24/2013,97,"1701 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.313879, -97.69208)",2804095,Routine Inspection
CVS # 6895,78723,08/27/2013,97,"1701 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.313879, -97.69208)",2804095,Routine Inspection
CVS # 6895,78723,02/27/2014,92,"1701 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.313879, -97.69208)",2804095,Routine Inspection
CVS/Pharmacy #0213,78745,01/30/2014,100,"5526 S CONGRESS AVE
AUSTIN, TX 78745
(30.205452, -97.774592)",10030528,Routine Inspection
CVS/Pharmacy #0213,78745,08/02/2013,97,"5526 S CONGRESS AVE
AUSTIN, TX 78745
(30.205452, -97.774592)",10030528,Routine Inspection
CVS/Pharmacy #0213,78745,09/09/2014,90,"5526 S CONGRESS AVE
AUSTIN, TX 78745
(30.205452, -97.774592)",10030528,Routine Inspection
CVS/Pharmacy #0213,78745,01/24/2013,100,"5526 S CONGRESS AVE
AUSTIN, TX 78745
(30.205452, -97.774592)",10030528,Routine Inspection
CVS/Pharmacy #0213,78745,03/05/2015,97,"5526 S CONGRESS AVE
AUSTIN, TX 78745
(30.205452, -97.774592)",10030528,Routine Inspection
CVS Pharmacy #0357,78754,05/22/2013,94,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386548, -97.647931)",10006741,Routine Inspection
CVS Pharmacy #0357,78754,07/15/2014,100,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386548, -97.647931)",10006741,Routine Inspection
CVS Pharmacy #0357,78754,01/09/2014,97,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386548, -97.647931)",10006741,Routine Inspection
CVS Pharmacy #0357,78754,05/19/2015,100,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386548, -97.647931)",10006741,Routine Inspection
CVS Pharmacy #0357,78754,01/13/2015,100,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386548, -97.647931)",10006741,Routine Inspection
CVS/pharmacy #1430,78704,10/30/2012,100,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/pharmacy #1430,78704,11/12/2013,100,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/pharmacy #1430,78704,04/07/2015,93,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/pharmacy #1430,78704,04/29/2013,100,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/pharmacy #1430,78704,05/21/2014,100,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/pharmacy #1430,78704,10/20/2014,100,"2101 S LAMAR BLVD Unit B
AUSTIN, TX 78704
(30.248093, -97.77117)",10431989,Routine Inspection
CVS/Pharmacy #3881,78748,11/10/2014,100,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS/Pharmacy #3881,78748,05/19/2014,96,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS/Pharmacy #3881,78748,05/22/2013,100,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS/Pharmacy #3881,78748,11/29/2012,100,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS/Pharmacy #3881,78748,11/18/2013,97,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS/Pharmacy #3881,78748,04/16/2015,100,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172229, -97.799128)",10017515,Routine Inspection
CVS Pharmacy #526,78717,03/04/2013,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #526,78717,02/26/2014,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #526,78717,05/27/2015,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #526,78717,09/03/2014,96,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #526,78717,08/15/2013,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #526,78717,01/30/2015,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
CVS Pharmacy #59,78749,08/09/2013,97,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #59,78749,12/16/2014,100,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #59,78749,02/05/2014,97,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #59,78749,08/07/2014,97,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #59,78749,05/22/2015,97,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #59,78749,01/24/2013,100,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219201, -97.836063)",10111260,Routine Inspection
CVS Pharmacy #6822,78756,03/26/2013,90,"5256 BURNET RD
AUSTIN, TX 78756
(30.325535, -97.739671)",2804010,Routine Inspection
CVS Pharmacy #6822,78756,05/05/2015,100,"5256 BURNET RD
AUSTIN, TX 78756
(30.325535, -97.739671)",2804010,Routine Inspection
CVS Pharmacy #6822,78756,09/23/2013,100,"5256 BURNET RD
AUSTIN, TX 78756
(30.325535, -97.739671)",2804010,Routine Inspection
CVS Pharmacy #6822,78756,06/19/2014,100,"5256 BURNET RD
AUSTIN, TX 78756
(30.325535, -97.739671)",2804010,Routine Inspection
CVS Pharmacy #6822,78756,12/11/2014,100,"5256 BURNET RD
AUSTIN, TX 78756
(30.325535, -97.739671)",2804010,Routine Inspection
CVS Pharmacy #6844,78704,02/10/2014,97,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,02/17/2015,97,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,08/14/2013,100,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,02/12/2013,94,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,08/20/2014,96,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,06/29/2015,88,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6844,78704,08/06/2012,100,"2301 S CONGRESS AVE
AUSTIN, TX 78704
(30.239924, -97.752836)",2804036,Routine Inspection
CVS Pharmacy #6863,78702,08/18/2014,95,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6863,78702,06/05/2015,93,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6863,78702,01/07/2015,93,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6863,78702,04/25/2013,94,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6863,78702,10/18/2013,95,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6863,78702,10/29/2012,100,"1105 N IH 35 SVRD NB
AUSTIN, TX 78702
",2804012,Routine Inspection
CVS Pharmacy #6892,78705,12/04/2014,94,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6892,78705,05/12/2015,97,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6892,78705,11/28/2012,94,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6892,78705,06/11/2014,97,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6892,78705,12/10/2013,100,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6892,78705,06/12/2013,93,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742253)",2804014,Routine Inspection
CVS Pharmacy #6893,78731,08/20/2012,100,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6893,78731,09/23/2013,100,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6893,78731,12/08/2014,100,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6893,78731,03/25/2013,96,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6893,78731,06/19/2014,100,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6893,78731,04/14/2015,100,"3569 FAR WEST BLVD
AUSTIN, TX 78731
(30.353734, -97.753963)",2804011,Routine Inspection
CVS Pharmacy #6945,78741,11/27/2013,96,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6945,78741,12/29/2014,100,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6945,78741,06/29/2015,93,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6945,78741,12/06/2012,100,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6945,78741,05/31/2013,97,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6945,78741,06/27/2014,96,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
CVS Pharmacy #6964,78703,03/19/2013,97,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS Pharmacy #6964,78703,04/15/2014,96,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS Pharmacy #6964,78703,03/10/2015,100,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS Pharmacy #6964,78703,09/17/2012,97,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS Pharmacy #6964,78703,10/10/2014,100,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS Pharmacy #6964,78703,10/07/2013,100,"2610 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.281768, -97.7758)",2804016,Routine Inspection
CVS/Pharmacy #7210,78745,11/26/2013,96,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS/Pharmacy #7210,78745,11/13/2014,93,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS/Pharmacy #7210,78745,04/10/2015,100,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS/Pharmacy #7210,78745,10/22/2012,93,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS/Pharmacy #7210,78745,05/27/2014,97,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS/Pharmacy #7210,78745,05/28/2013,100,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202238, -97.804412)",2804018,Routine Inspection
CVS Pharmacy # 7243,78746,01/07/2015,94,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy # 7243,78746,02/11/2013,100,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy # 7243,78746,06/15/2015,94,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy # 7243,78746,01/03/2014,100,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy # 7243,78746,08/29/2013,96,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy # 7243,78746,07/14/2014,96,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273747505000074, -97.79952631899994)",2804061,Routine Inspection
CVS Pharmacy #7442,78753,06/30/2014,94,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS Pharmacy #7442,78753,11/26/2012,96,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS Pharmacy #7442,78753,12/27/2013,100,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS Pharmacy #7442,78753,12/04/2014,100,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS Pharmacy #7442,78753,04/28/2015,100,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS Pharmacy #7442,78753,06/10/2013,93,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",2804009,Routine Inspection
CVS/Pharmacy #7483,78701,03/20/2013,97,"500 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",2804015,Routine Inspection
CVS/Pharmacy #7483,78701,09/07/2012,94,"500 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",2804015,Routine Inspection
CVS/Pharmacy #7483,78701,05/20/2015,100,"500 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",2804015,Routine Inspection
CVS/Pharmacy #7483,78701,10/28/2014,93,"500 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",2804015,Routine Inspection
CVS/Pharmacy #7483,78701,09/24/2013,100,"500 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",2804015,Routine Inspection
CVS Pharmacy #7606,78705,06/12/2015,93,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS Pharmacy #7606,78705,07/14/2014,100,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS Pharmacy #7606,78705,02/17/2015,93,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS Pharmacy #7606,78705,12/21/2012,96,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS Pharmacy #7606,78705,01/15/2014,97,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS Pharmacy #7606,78705,06/25/2013,97,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285572, -97.741801)",2804033,Routine Inspection
CVS/Pharmacy  #7719,78757,10/29/2012,100,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy  #7719,78757,06/11/2013,100,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy  #7719,78757,11/26/2013,100,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy  #7719,78757,06/07/2014,96,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy  #7719,78757,11/07/2014,100,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy  #7719,78757,04/28/2015,100,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35958, -97.737925)",2804029,Routine Inspection
CVS/Pharmacy #8322,78750,12/10/2013,96,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8322,78750,12/12/2014,96,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8322,78750,05/01/2015,93,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8322,78750,06/28/2013,96,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8322,78750,07/07/2014,90,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8322,78750,10/22/2012,96,"11725 N FM 620 RD
AUSTIN, TX 78750
",2804049,Routine Inspection
CVS/Pharmacy #8387,78749,10/16/2012,97,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
CVS/Pharmacy #8387,78749,12/04/2013,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
CVS/Pharmacy #8387,78749,11/18/2014,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
CVS/Pharmacy #8387,78749,03/18/2015,88,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
CVS/Pharmacy #8387,78749,05/24/2013,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
CVS/Pharmacy #8387,78749,05/30/2014,100,"3500 W SLAUGHTER LN
AUSTIN, TX 78749
(30.183828, -97.850256)",2804017,Routine Inspection
Cyclo Vietnamese & Chinese Cuisine,78753,06/23/2015,76,"13000 N IH 35 SVRD SB Bunit 102
AUSTIN, TX 78753
",11247953,Routine Inspection
Cypress Grill,78749,08/05/2014,75,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223297, -97.841007)",2802008,Routine Inspection
Cypress Grill,78749,06/29/2015,85,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223297, -97.841007)",2802008,Routine Inspection
Cypress Grill,78749,01/09/2015,88,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223297, -97.841007)",2802008,Routine Inspection
Cypress Grill,78749,02/05/2013,94,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223297, -97.841007)",2802008,Routine Inspection
Cypress Grill,78749,10/03/2013,74,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223297, -97.841007)",2802008,Routine Inspection
Daawat,78753,01/14/2014,62,"500 CANYON RIDGE DR Bunit 275
AUSTIN, TX 78753
(30.403174, -97.672212)",10905057,Routine Inspection
Daawat,78753,01/29/2014,73,"500 CANYON RIDGE DR Bunit 275
AUSTIN, TX 78753
(30.403174, -97.672212)",10905057,1st Follow Up to Routine of 50 - 69
Daawat,78753,02/25/2015,78,"500 CANYON RIDGE DR Bunit 275
AUSTIN, TX 78753
(30.403174, -97.672212)",10905057,Routine Inspection
Daawat,78753,06/24/2015,75,"500 CANYON RIDGE DR Bunit 275
AUSTIN, TX 78753
(30.403174, -97.672212)",10905057,Routine Inspection
Daawat,78753,08/20/2014,72,"500 CANYON RIDGE DR Bunit 275
AUSTIN, TX 78753
(30.403174, -97.672212)",10905057,Routine Inspection
Dagar's Of Austin Caterers,78758,07/16/2013,86,"834 KRAMER LN
AUSTIN, TX 78758
(30.380504, -97.689639)",2800930,Routine Inspection
Dagar's Of Austin Caterers,78758,01/08/2013,82,"834 KRAMER LN
AUSTIN, TX 78758
(30.380504, -97.689639)",2800930,Routine Inspection
Dagar's Of Austin Caterers,78758,03/03/2015,94,"834 KRAMER LN
AUSTIN, TX 78758
(30.380504, -97.689639)",2800930,Routine Inspection
Dagar's Of Austin Caterers,78758,09/09/2014,71,"834 KRAMER LN
AUSTIN, TX 78758
(30.380504, -97.689639)",2800930,Routine Inspection
Dagar's Of Austin Caterers,78758,03/11/2014,93,"834 KRAMER LN
AUSTIN, TX 78758
(30.380504, -97.689639)",2800930,Routine Inspection
Dai Due Butcher Shop & Supper Club,78722,03/06/2015,92,"2406 MANOR RD Unit A
AUSTIN, TX 78722
(30.28466, -97.716836)",11195050,Routine Inspection
Dailey Middle School,78725,10/11/2012,100,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Dailey Middle School,78725,10/30/2013,87,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Dailey Middle School,78725,04/28/2014,100,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Dailey Middle School,78725,04/01/2013,100,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Dailey Middle School,78725,02/25/2015,97,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Dailey Middle School,78725,09/17/2014,97,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241713, -97.588487)",10475714,Routine Inspection
Daily Food Store,78721,07/30/2013,96,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Food Store,78721,02/14/2013,94,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Food Store,78721,02/24/2015,93,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Food Store,78721,09/10/2014,84,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Food Store,78721,07/14/2015,93,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Food Store,78721,08/20/2012,94,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272211, -97.691272)",2803877,Routine Inspection
Daily Grill,78758,03/09/2015,82,"11506 CENTURY OAKS TER Bunit 100
AUSTIN, TX 78758
(30.401796, -97.726242)",10041726,Routine Inspection
Daily Grill,78758,08/26/2014,90,"11506 CENTURY OAKS TER Bunit 100
AUSTIN, TX 78758
(30.401796, -97.726242)",10041726,Routine Inspection
Daily Grill,78758,01/07/2014,93,"11506 CENTURY OAKS TER Bunit 100
AUSTIN, TX 78758
(30.401796, -97.726242)",10041726,Routine Inspection
Daily Grill,78758,04/09/2013,96,"11506 CENTURY OAKS TER Bunit 100
AUSTIN, TX 78758
(30.401796, -97.726242)",10041726,Routine Inspection
Daily Juice,78701,11/20/2013,83,"205 W 3RD ST
AUSTIN, TX 78701
(30.26565, -97.745216)",10814422,Routine Inspection
Daily Juice,78701,02/26/2015,100,"205 W 3RD ST
AUSTIN, TX 78701
(30.26565, -97.745216)",10814422,Routine Inspection
Daily Juice,78701,09/25/2014,90,"205 W 3RD ST
AUSTIN, TX 78701
(30.26565, -97.745216)",10814422,Routine Inspection
Daily Juice,78701,02/15/2013,88,"205 W 3RD ST
AUSTIN, TX 78701
(30.26565, -97.745216)",10814422,Routine Inspection
Dairy Queen,78741,01/07/2015,80,"1501 TOWN CREEK DR
AUSTIN, TX 78741
(30.241944, -97.727069)",2800452,Routine Inspection
Dairy Queen,78750,07/17/2013,92,"12129 N FM 620 RD
AUSTIN, TX 78750
",2800713,Routine Inspection
Dairy Queen,78750,02/28/2014,96,"12129 N FM 620 RD
AUSTIN, TX 78750
",2800713,Routine Inspection
Dairy Queen,78750,02/10/2015,92,"12129 N FM 620 RD
AUSTIN, TX 78750
",2800713,Routine Inspection
Dairy Queen,78757,10/08/2012,84,"8300 BURNET RD
AUSTIN, TX 78757
(30.363743, -97.728848)",2800425,Routine Inspection
Dairy Queen,78757,05/28/2014,100,"8300 BURNET RD
AUSTIN, TX 78757
(30.363743, -97.728848)",2800425,Routine Inspection
Dairy Queen,78741,05/22/2014,89,"1501 TOWN CREEK DR
AUSTIN, TX 78741
(30.241944, -97.727069)",2800452,Routine Inspection
Dairy Queen,78753,04/28/2015,97,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356034, -97.701937)",2800159,Routine Inspection
Dairy Queen,78745,06/02/2014,68,"2034 W STASSNEY LN
AUSTIN, TX 78745
(30.216155, -97.798652)",2800376,Routine Inspection
Dairy Queen,78753,12/09/2014,90,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356034, -97.701937)",2800159,Routine Inspection
Dairy Queen,78723,04/14/2015,86,"5900 MANOR RD
AUSTIN, TX 78723
(30.306705, -97.679921)",2800852,Routine Inspection
Dairy Queen,78757,10/31/2013,100,"8300 BURNET RD
AUSTIN, TX 78757
(30.363743, -97.728848)",2800425,Routine Inspection
Dairy Queen,78723,09/11/2013,94,"5900 MANOR RD
AUSTIN, TX 78723
(30.306705, -97.679921)",2800852,Routine Inspection
Dairy Queen,78753,06/25/2014,100,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356034, -97.701937)",2800159,Routine Inspection
Dairy Queen,78757,05/06/2013,97,"8300 BURNET RD
AUSTIN, TX 78757
(30.363743, -97.728848)",2800425,Routine Inspection
Dairy Queen,78723,04/03/2014,86,"5900 MANOR RD
AUSTIN, TX 78723
(30.306705, -97.679921)",2800852,Routine Inspection
Dairy Queen,78757,03/18/2015,88,"8300 BURNET RD
AUSTIN, TX 78757
(30.363743, -97.728848)",2800425,Routine Inspection
Dairy Queen,78723,09/30/2014,90,"5900 MANOR RD
AUSTIN, TX 78723
(30.306705, -97.679921)",2800852,Routine Inspection
Dairy Queen,78723,08/07/2012,86,"5900 MANOR RD
AUSTIN, TX 78723
(30.306705, -97.679921)",2800852,Routine Inspection
Dairy Queen,78745,02/12/2013,81,"2034 W STASSNEY LN
AUSTIN, TX 78745
(30.216155, -97.798652)",2800376,Routine Inspection
